Airline,Flight,To,Status,Scheduled,Updated,Term-Gate
Aer Lingus,5016,"Boston, MA (BOS)",Arrived,11:38 PM,11:59 PM,Term 5 - 01
Aer Lingus,5028,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Aer Lingus,5066,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Aer Lingus,5340,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
Aeroflot Airlines,123,Moscow (SVO),Scheduled,1:00 AM,1:00 AM,Term 1
AeroMexico,401,Mexico City (MEX),Scheduled,2:01 AM,2:01 AM,Term 4
AeroMexico,405,Mexico City (MEX),Scheduled,7:01 AM,7:01 AM,Term 4
AeroMexico,5271,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
AeroMexico,5424,"Baltimore, MD (BWI)",Delayed,9:30 PM,7:00 AM,Term 4 - B48
AeroMexico,5498,"Boston, MA (BOS)",Scheduled,7:00 AM,,Term 4 - B47
AeroMexico,5514,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
AeroMexico,7862,Tel Aviv (TLV),In Air,11:50 PM,11:40 PM,Term 4
Air Europa,3306,"Detroit, MI (DTW)",Delayed,7:00 PM,6:00 AM,Term 4 - B43
Air Europa,3406,Malaga (AGP),In Air,11:25 PM,11:18 PM,Term 4 - B24
Air France,9,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
Air France,11,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
Air France,2169,"Detroit, MI (DTW)",Delayed,7:00 PM,6:00 AM,Term 4 - B43
Air France,3645,Malaga (AGP),In Air,11:25 PM,11:18 PM,Term 4 - B24
Air France,3657,Dublin (DUB),In Air,10:11 PM,12:35 AM,Term 4 - B25
Air France,9488,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
Alaska Airlines,1399,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
Alitalia,3122,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
Alitalia,3719,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
Alitalia,3720,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
All Nippon Airways,7817,Bogota (BOG),Departed,1:10 AM,1:14 AM,Term 4
All Nippon Airways,7833,San Salvador (SAL),Scheduled,4:40 AM,,Term 4
American Airlines,9,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 8 - 40
American Airlines,33,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 8 - 4
American Airlines,171,"Los Angeles, CA (LAX)",Scheduled,6:00 AM,,Term 8 - 38
American Airlines,1572,"Phoenix, AZ (PHX)",Scheduled,6:23 AM,,Term 8 - 1
American Airlines,2175,Port Au Prince (PAP),Scheduled,7:10 AM,,Term 8 - 12
American Airlines,2218,"Charlotte, NC (CLT)",Scheduled,6:30 AM,,Term 8 - 44
American Airlines,2230,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
American Airlines,7643,Guayaquil (GYE),In Air,12:45 AM,12:34 AM,Term 8
American Airlines,7739,Lima (LIM),In Air,11:25 PM,11:15 PM,Term 8
American Airlines,8646,Madrid (MAD),In Air,9:00 PM,11:16 PM,Term 7
American Airlines,8927,Hong Kong (HKG),Departed,1:35 AM,1:19 AM,Term 8
Asiana Airlines,587,Brussels (BRU),Scheduled,3:15 AM,3:15 AM,
Asiana Airlines,588,Brussels (BRU),Scheduled,3:15 AM,3:15 AM,
Asiana Airlines,9456,Panama City (PTY),Scheduled,1:55 AM,,Term 4 - B31
Avianca,245,Bogota (BOG),Departed,1:10 AM,1:14 AM,Term 4
Avianca,671,San Salvador (SAL),Scheduled,4:40 AM,,Term 4
Avianca,4506,Taipei (TPE),Scheduled,1:25 AM,1:25 AM,Term 1
Avianca,5043,Medellin (MDE),Scheduled,2:30 AM,2:30 AM,
British Airways,2466,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 8 - 40
British Airways,4268,Madrid (MAD),In Air,9:00 PM,11:16 PM,Term 7
British Airways,4310,"Los Angeles, CA (LAX)",Scheduled,6:00 AM,,Term 8 - 38
British Airways,4352,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
Caribbean Airlines Limited,10,Montego Bay (MBJ),Scheduled,7:15 AM,7:15 AM,Term 4
Caribbean Airlines Limited,16,Kingston (KIN),Scheduled,2:10 AM,2:10 AM,Term 4
Caribbean Airlines Limited,527,Georgetown (GEO),Scheduled,1:25 AM,1:25 AM,Term 4
Caribbean Airlines Limited,551,Port Of Spain (POS),In Air,12:50 AM,12:50 AM,Term 4
Cathay Pacific,845,Hong Kong (HKG),Departed,1:35 AM,1:19 AM,Term 8
Cathay Pacific,7515,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
Cathay Pacific,7821,Lima (LIM),In Air,11:25 PM,11:15 PM,Term 8
China Airlines,11,Taipei (TPE),Scheduled,1:35 AM,1:35 AM,Term 4
China Eastern Airlines,298,Shanghai (PVG),Scheduled,1:45 AM,1:45 AM,Term 1
China Eastern Airlines,3885,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
China Eastern Airlines,4358,"Salt Lake City, UT (SLC)",Scheduled,7:05 AM,,Term 4 - B23
China Southern Airlines,600,Guangzhou (CAN),Scheduled,1:45 AM,1:45 AM,Term 4
China Southern Airlines,1017,"Boston, MA (BOS)",Scheduled,7:00 AM,,Term 4 - B47
China Southern Airlines,1927,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
Copa Airlines,807,Panama City (PTY),Scheduled,1:55 AM,,Term 4 - B31
Delta Air Lines,44,Dublin (DUB),In Air,10:11 PM,12:35 AM,Term 4 - B25
Delta Air Lines,424,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 4 - B32
Delta Air Lines,426,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 4 - B36
Delta Air Lines,443,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
Delta Air Lines,468,Tel Aviv (TLV),In Air,10:35 PM,11:03 PM,Term 4 - B41
Delta Air Lines,470,Malaga (AGP),In Air,11:25 PM,11:18 PM,Term 4 - B24
Delta Air Lines,498,"Salt Lake City, UT (SLC)",Scheduled,7:05 AM,,Term 4 - B23
Delta Air Lines,1001,Seoul (ICN),Departed,12:50 AM,12:53 AM,Term 1
Delta Air Lines,1009,Shanghai (PVG),Scheduled,1:45 AM,1:45 AM,Term 1
Delta Air Lines,1014,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
Delta Air Lines,1017,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
Delta Air Lines,1026,Mexico City (MEX),Scheduled,7:01 AM,7:01 AM,Term 4
Delta Air Lines,1033,Mexico City (MEX),Scheduled,2:01 AM,2:01 AM,Term 4
Delta Air Lines,4004,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
Delta Air Lines,4021,"Detroit, MI (DTW)",Delayed,7:00 PM,6:00 AM,Term 4 - B43
Delta Air Lines,4046,"Boston, MA (BOS)",Scheduled,7:00 AM,,Term 4 - B47
Delta Air Lines,4105,"Baltimore, MD (BWI)",Delayed,9:30 PM,7:00 AM,Term 4 - B48
Delta Air Lines,6783,Guangzhou (CAN),Scheduled,1:45 AM,1:45 AM,Term 4
Dynamic International Airways,401,Georgetown (GEO),Scheduled,2:00 AM,2:00 AM,Term 1
El Al Israel Airlines,8,Tel Aviv (TLV),In Air,11:50 PM,11:40 PM,Term 4
El Al Israel Airlines,8211,Mexico City (MEX),Scheduled,2:01 AM,2:01 AM,Term 4
El Al Israel Airlines,8607,"Boston, MA (BOS)",Arrived,11:38 PM,11:59 PM,Term 5 - 01
El Al Israel Airlines,8668,"Los Angeles, CA (LAX)",In Air,11:15 PM,11:14 PM,Term 5 - 21
El Al Israel Airlines,8700,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
El Al Israel Airlines,8706,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
El Al Israel Airlines,8739,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
Emirates,202,Dubai (DXB),In Air,11:00 PM,11:12 PM,Term 4
Emirates,6717,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Emirates,6759,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
Emirates,6807,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Emirates,6819,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
Emirates,6855,Santo Domingo (SDQ),In Air,11:59 PM,11:57 PM,Term 5 - 17
Emirates,6881,"Savannah, GA (SAV)",Scheduled,6:59 AM,6:59 AM,Term 5 - 06
Emirates,9252,Amsterdam (AMS),Scheduled,4:10 AM,4:10 AM,
Etihad Airways,8249,"Boston, MA (BOS)",Arrived,11:38 PM,11:59 PM,Term 5 - 01
Etihad Airways,8262,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Etihad Airways,8284,Aguadilla (BQN),In Air,11:59 PM,11:50 PM,Term 5 - 18
Etihad Airways,8311,Ponce (PSE),In Air,11:45 PM,11:40 PM,Term 5 - 29
Etihad Airways,8315,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
Etihad Airways,8316,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Etihad Airways,8318,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
EVA Airways,31,Taipei (TPE),Scheduled,1:25 AM,1:25 AM,Term 1
Finnair,5656,Madrid (MAD),In Air,9:00 PM,11:16 PM,Term 7
Finnair,5722,"Charlotte, NC (CLT)",Scheduled,6:30 AM,,Term 8 - 44
Finnair,5728,"Phoenix, AZ (PHX)",Scheduled,6:23 AM,,Term 8 - 1
Hainan Airlines,8901,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 8 - 4
Hawaiian Airlines,2301,"Los Angeles, CA (LAX)",Scheduled,5:50 AM,5:50 AM,Term 5 - 11
Hawaiian Airlines,2305,"Los Angeles, CA (LAX)",In Air,11:15 PM,11:14 PM,Term 5 - 21
Hawaiian Airlines,2519,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
Iberia Airlines,6252,Madrid (MAD),In Air,9:00 PM,11:16 PM,Term 7
Iberia Airlines,9026,"Charlotte, NC (CLT)",Scheduled,6:30 AM,,Term 8 - 44
Iberia Airlines,9038,"Phoenix, AZ (PHX)",Scheduled,6:23 AM,,Term 8 - 1
Interjet,961,Cancun (CUN),Scheduled,6:55 AM,6:55 AM,Term 7
Interjet,2993,Mexico City (MEX),In Air,12:50 AM,12:50 AM,Term 7
Interjet,2995,Mexico City (MEX),Scheduled,7:10 AM,7:10 AM,Term 7
Japan Airlines,5840,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
Japan Airlines,5920,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Japan Airlines,5934,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Japan Airlines,7575,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 8 - 40
Jet Airways,4799,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
Jet Airways,4902,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
JetBlue Airways,15,"San Francisco, CA (SFO)",Scheduled,7:00 AM,7:00 AM,Term 5 - 09
JetBlue Airways,23,"Los Angeles, CA (LAX)",Scheduled,5:50 AM,5:50 AM,Term 5 - 11
JetBlue Airways,108,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
JetBlue Airways,209,Santo Domingo (SDQ),Scheduled,7:00 AM,7:00 AM,Term 5 - 18
JetBlue Airways,318,"Boston, MA (BOS)",Scheduled,7:15 AM,7:15 AM,Term 5 - 07
JetBlue Airways,337,Santiago (STI),Scheduled,5:00 AM,5:00 AM,Term 5 - 19
JetBlue Airways,437,Santiago (STI),In Air,11:32 PM,11:19 PM,Term 5 - 15
JetBlue Airways,486,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
JetBlue Airways,501,"Fort Lauderdale, FL (FLL)",Scheduled,5:59 AM,5:59 AM,Term 5 - 04
JetBlue Airways,559,Kingston (KIN),Scheduled,6:05 AM,6:05 AM,Term 5 - 27
JetBlue Airways,583,"Orlando, FL (MCO)",Scheduled,6:12 AM,6:12 AM,Term 5 - 29
JetBlue Airways,609,Santo Domingo (SDQ),In Air,11:59 PM,11:57 PM,Term 5 - 17
JetBlue Airways,621,Nassau (NAS),Scheduled,6:00 AM,6:00 AM,Term 5 - 02
JetBlue Airways,675,"New Orleans, LA (MSY)",Scheduled,6:15 AM,6:15 AM,Term 5 - 23
JetBlue Airways,718,"Boston, MA (BOS)",Arrived,11:38 PM,11:59 PM,Term 5 - 01
JetBlue Airways,745,Ponce (PSE),In Air,11:45 PM,11:40 PM,Term 5 - 29
JetBlue Airways,779,Montego Bay (MBJ),Scheduled,7:10 AM,7:10 AM,Term 5 - 05
JetBlue Airways,837,Santiago (STI),Scheduled,5:53 AM,5:53 AM,Term 5 - 22
JetBlue Airways,839,Aguadilla (BQN),In Air,11:59 PM,11:50 PM,Term 5 - 18
JetBlue Airways,841,"Savannah, GA (SAV)",Scheduled,6:59 AM,6:59 AM,Term 5 - 06
JetBlue Airways,905,"Chicago, IL (ORD)",Scheduled,6:29 AM,6:29 AM,Term 5 - 21
JetBlue Airways,939,Aguadilla (BQN),Scheduled,5:35 AM,5:35 AM,Term 5 - 05
JetBlue Airways,1051,Cancun (CUN),Scheduled,6:59 AM,6:59 AM,Term 5 - 16
JetBlue Airways,1227,Puerto Plata (POP),In Air,10:06 PM,11:51 PM,Term 5 - 14
JetBlue Airways,1403,San Juan (SJU),Scheduled,5:15 AM,5:15 AM,Term 5 - 24
JetBlue Airways,1503,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
JetBlue Airways,1835,Port Au Prince (PAP),Scheduled,6:00 AM,6:00 AM,Term 5 - 07
JetBlue Airways,2002,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
JetBlue Airways,2023,"Los Angeles, CA (LAX)",In Air,11:15 PM,11:14 PM,Term 5 - 21
JetBlue Airways,2802,"Buffalo, NY (BUF)",Scheduled,6:10 AM,6:10 AM,Term 5 - 10
JetBlue Airways,5006,Dubai (DXB),In Air,11:00 PM,11:12 PM,Term 4
Kalitta Air,9977,"Cincinnati, OH (CVG)",In Air,12:00 AM,12:43 AM,
KLM Royal Dutch Airlines,2377,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
KLM Royal Dutch Airlines,2378,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
KLM Royal Dutch Airlines,5105,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
KLM Royal Dutch Airlines,5418,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 4 - B36
KLM Royal Dutch Airlines,5851,"Detroit, MI (DTW)",Delayed,7:00 PM,6:00 AM,Term 4 - B43
KLM Royal Dutch Airlines,5906,"Salt Lake City, UT (SLC)",Scheduled,7:05 AM,,Term 4 - B23
KLM Royal Dutch Airlines,6004,Malaga (AGP),In Air,11:25 PM,11:18 PM,Term 4 - B24
KLM Royal Dutch Airlines,6192,Dublin (DUB),In Air,10:11 PM,12:35 AM,Term 4 - B25
KLM Royal Dutch Airlines,7124,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
KLM Royal Dutch Airlines,7234,"Baltimore, MD (BWI)",Delayed,9:30 PM,7:00 AM,Term 4 - B48
Korean Air,86,Seoul (ICN),Departed,12:50 AM,12:53 AM,Term 1
Korean Air,7249,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 4 - B36
Korean Air,7481,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
Korean Air,7505,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 4 - B32
Korean Air,8250,Seoul (ICN),Scheduled,2:30 AM,,
LAN Airlines,531,Lima (LIM),In Air,11:25 PM,11:15 PM,Term 8
LAN Airlines,6620,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
LAN Ecuador,1439,Guayaquil (GYE),In Air,12:45 AM,12:34 AM,Term 8
Malaysia Airlines,9331,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
Norwegian Air Shuttle,7016,London (LGW),In Air,11:00 PM,12:38 AM,Term 1
Norwegian Air Shuttle,7020,Paris (CDG),In Air,10:25 PM,11:33 PM,Term 1
Philippine Airlines,127,Vancouver (YVR),In Air,12:15 AM,12:30 AM,Term 1
Qantas Airways,3096,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 8 - 4
Qantas Airways,3126,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 8 - 40
Qantas Airways,3212,"Los Angeles, CA (LAX)",Scheduled,6:00 AM,,Term 8 - 38
Qatar Airways,4059,Aguadilla (BQN),In Air,11:59 PM,11:50 PM,Term 5 - 18
Qatar Airways,4067,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Qatar Airways,4105,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
Qatar Airways,4119,Ponce (PSE),In Air,11:45 PM,11:40 PM,Term 5 - 29
Qatar Airways,4129,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Qatar Airways,4155,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
Royal Air Maroc,203,Casablanca (CMN),Scheduled,6:55 AM,6:55 AM,Term 1
Royal Air Maroc,9506,"Orlando, FL (MCO)",Scheduled,6:12 AM,6:12 AM,Term 5 - 29
Royal Air Maroc,9512,"Boston, MA (BOS)",Arrived,11:38 PM,11:59 PM,Term 5 - 01
Royal Air Maroc,9514,"Boston, MA (BOS)",Scheduled,7:15 AM,7:15 AM,Term 5 - 07
Royal Air Maroc,9534,"Los Angeles, CA (LAX)",Scheduled,5:50 AM,5:50 AM,Term 5 - 11
Royal Air Maroc,9540,"Los Angeles, CA (LAX)",In Air,11:15 PM,11:14 PM,Term 5 - 21
Royal Air Maroc,9544,"Chicago, IL (ORD)",Scheduled,6:29 AM,6:29 AM,Term 5 - 21
Royal Air Maroc,9560,"San Francisco, CA (SFO)",Scheduled,7:00 AM,7:00 AM,Term 5 - 09
Royal Air Maroc,9574,"Fort Lauderdale, FL (FLL)",Scheduled,5:59 AM,5:59 AM,Term 5 - 04
Royal Air Maroc,9604,"New Orleans, LA (MSY)",Scheduled,6:15 AM,6:15 AM,Term 5 - 23
Royal Air Maroc,9616,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Royal Air Maroc,9628,"Buffalo, NY (BUF)",Scheduled,6:10 AM,6:10 AM,Term 5 - 10
Royal Air Maroc,9636,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Singapore Airlines,1416,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
Singapore Airlines,5831,Taipei (TPE),Scheduled,1:25 AM,1:25 AM,Term 1
SkyLink Express,9743,Hamilton (YHM),Scheduled,3:15 AM,3:15 AM,
Sun Country Airlines,240,"Minneapolis, MN (MSP)",Scheduled,7:00 AM,7:00 AM,Term 4
TAM Brazilian Airlines,2305,"Miami, FL (MIA)",Scheduled,6:30 AM,,Term 8 - 36
TAM Brazilian Airlines,6607,Lima (LIM),In Air,11:25 PM,11:15 PM,Term 8
TAP Portugal,208,Lisbon (LIS),In Air,11:25 PM,11:19 PM,Term 5
TAP Portugal,8004,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
TAP Portugal,8017,"Fort Lauderdale, FL (FLL)",Scheduled,5:59 AM,5:59 AM,Term 5 - 04
TAP Portugal,8029,"Orlando, FL (MCO)",Scheduled,6:12 AM,6:12 AM,Term 5 - 29
TAP Portugal,8035,"Chicago, IL (ORD)",Scheduled,6:29 AM,6:29 AM,Term 5 - 21
TAP Portugal,8036,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
TAP Portugal,8044,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
TAP Portugal,8051,"San Francisco, CA (SFO)",Scheduled,7:00 AM,7:00 AM,Term 5 - 09
TAP Portugal,8089,"New Orleans, LA (MSY)",Scheduled,6:15 AM,6:15 AM,Term 5 - 23
TAP Portugal,8095,"Savannah, GA (SAV)",Scheduled,6:59 AM,6:59 AM,Term 5 - 06
TAP Portugal,8097,San Juan (SJU),Scheduled,5:15 AM,5:15 AM,Term 5 - 24
TAROM Romanian Air,9528,Paris (CDG),In Air,11:25 PM,11:44 PM,Term 1
TAROM Romanian Air,9530,Paris (CDG),In Air,9:50 PM,11:32 PM,Term 1
Thai Airways,6343,Taipei (TPE),Scheduled,1:25 AM,1:25 AM,Term 1
Turkish Airlines,12,Istanbul (IST),In Air,11:55 PM,1:03 AM,Term 1
Turkish Airlines,8937,"Buffalo, NY (BUF)",Scheduled,6:10 AM,6:10 AM,Term 5 - 10
Turkish Airlines,8939,"Buffalo, NY (BUF)",In Air,10:50 PM,12:15 AM,Term 5 - 20
Turkish Airlines,8947,"Fort Lauderdale, FL (FLL)",Scheduled,5:59 AM,5:59 AM,Term 5 - 04
Turkish Airlines,8971,"Portland, ME (PWM)",Delayed,10:45 PM,1:30 AM,Term 5 - 06
Turkish Airlines,8983,"Rochester, NY (ROC)",Landed,10:50 PM,10:47 PM,Term 5 - 16
Turkish Airlines,8995,San Juan (SJU),Scheduled,5:15 AM,5:15 AM,Term 5 - 24
Turkish Airlines,8999,San Juan (SJU),In Air,11:50 PM,11:48 PM,Term 5 - 25
Turkish Airlines,9402,San Salvador (SAL),Scheduled,4:40 AM,,Term 4
Turkish Airlines,9418,Bogota (BOG),Departed,1:10 AM,1:14 AM,Term 4
Ukraine International Airline,232,Kiev (KBP),In Air,12:30 AM,12:47 AM,Term 7
United Airlines,7084,Panama City (PTY),Scheduled,1:55 AM,,Term 4 - B31
Vietnam Airlines,3009,Taipei (TPE),Scheduled,1:35 AM,1:35 AM,Term 4
Virgin America,399,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term T4 - A2
Virgin Atlantic,3157,"Rochester, NY (ROC)",In Air,9:10 PM,10:47 PM,Term 4 - B53
Virgin Atlantic,4603,"Detroit, MI (DTW)",Delayed,7:00 PM,6:00 AM,Term 4 - B43
Virgin Atlantic,4657,"Boston, MA (BOS)",Scheduled,7:00 AM,,Term 4 - B47
Virgin Atlantic,4705,"Baltimore, MD (BWI)",Delayed,9:30 PM,7:00 AM,Term 4 - B48
Virgin Atlantic,4729,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
Virgin Atlantic,4739,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 4 - B32
Virgin Atlantic,4753,"San Francisco, CA (SFO)",Scheduled,7:00 AM,,Term 4 - B36
Virgin Atlantic,4783,"Salt Lake City, UT (SLC)",Scheduled,7:05 AM,,Term 4 - B23
Virgin Australia,6837,"Los Angeles, CA (LAX)",Scheduled,7:00 AM,,Term 4 - B32
Volaris,859,Mexico City (MEX),Departed,1:21 AM,1:07 AM,Term 4 - A7
WestJet Airlines,6834,"Baltimore, MD (BWI)",Delayed,9:30 PM,7:00 AM,Term 4 - B48
WestJet Airlines,7646,"Atlanta, GA (ATL)",Scheduled,6:10 AM,,Term 4 - B39
WestJet Airlines,7658,"Boston, MA (BOS)",Scheduled,7:00 AM,,Term 4 - B47
Xiamen Airlines,9286,Guangzhou (CAN),Scheduled,1:45 AM,1:45 AM,Term 4
XL Airways France,11,Paris (CDG),In Air,11:55 PM,11:55 PM,Term 4
JetBlue Airways,123,"Los Angeles, CA (LAX)",In Air,7:24 AM,7:22 AM,Term 5 - 19
Royal Air Maroc,9536,"Los Angeles, CA (LAX)",In Air,7:24 AM,7:22 AM,Term 5 - 19
Alaska Airlines,7,"Seattle, WA (SEA)",In Air,7:25 AM,7:20 AM,Term 8 - 35
China Eastern Airlines,8813,"Seattle, WA (SEA)",In Air,7:29 AM,7:28 AM,Term 4 - B28
Delta Air Lines,436,"Seattle, WA (SEA)",In Air,7:29 AM,7:28 AM,Term 4 - B28
GOL Transportes Aereos,8318,"Seattle, WA (SEA)",In Air,7:29 AM,7:28 AM,Term 4 - B28
Jet Airways,8423,"Seattle, WA (SEA)",In Air,7:29 AM,7:28 AM,Term 4 - B28
JetBlue Airways,1491,"Nantucket, MA (ACK)",Landed,7:29 AM,7:21 AM,Term 5 - 02
Royal Air Maroc,9651,"Nantucket, MA (ACK)",Landed,7:29 AM,7:21 AM,Term 5 - 02
Virgin Atlantic,4747,"Seattle, WA (SEA)",In Air,7:29 AM,7:28 AM,Term 4 - B28
Alaska Airlines,1011,"San Francisco, CA (SFO)",In Air,7:30 AM,7:24 AM,Term T4 - A2
American Airlines,4361,"Raleigh/Durham, NC (RDU)",In Air,7:30 AM,7:23 AM,Term 8 - 32G
Caribbean Airlines Limited,521,Port Of Spain (POS),No Takeoff Info - Call Airline,7:30 AM,7:30 AM,Term 4
China Eastern Airlines,8031,"San Francisco, CA (SFO)",In Air,7:30 AM,7:24 AM,Term T4 - A2
China Southern Airlines,1975,"San Francisco, CA (SFO)",In Air,7:30 AM,7:24 AM,Term T4 - A2
Singapore Airlines,1417,"San Francisco, CA (SFO)",In Air,7:30 AM,7:24 AM,Term T4 - A2
Virgin America,11,"San Francisco, CA (SFO)",In Air,7:30 AM,7:24 AM,Term T4 - A2
JetBlue Airways,163,"Sarasota/Bradenton, FL (SRQ)",In Air,7:32 AM,7:27 AM,Term 5 - 10
JetBlue Airways,508,"Portland, ME (PWM)",Landed,7:34 AM,7:29 AM,Term 5 - 23
All Nippon Airways,7819,Bogota (BOG),In Air,7:35 AM,7:29 AM,Term 4
Avianca,21,Bogota (BOG),In Air,7:35 AM,7:29 AM,Term 4
United Airlines,6658,Bogota (BOG),In Air,7:35 AM,7:29 AM,Term 4
El Al Israel Airlines,8629,"Charleston, SC (CHS)",In Air,7:38 AM,7:48 AM,Term 5 - 12
JetBlue Airways,1273,"Charleston, SC (CHS)",In Air,7:38 AM,7:48 AM,Term 5 - 12
Royal Air Maroc,9626,"Charleston, SC (CHS)",In Air,7:38 AM,7:48 AM,Term 5 - 12
TAP Portugal,8085,"Charleston, SC (CHS)",In Air,7:38 AM,7:48 AM,Term 5 - 12
El Al Israel Airlines,8716,"Fort Myers, FL (RSW)",In Air,7:40 AM,7:33 AM,Term 5 - 14
JetBlue Airways,929,"Fort Myers, FL (RSW)",In Air,7:40 AM,7:33 AM,Term 5 - 14
TAP Portugal,8093,"Fort Myers, FL (RSW)",In Air,7:40 AM,7:33 AM,Term 5 - 14
AeroMexico,5728,"Pittsburgh, PA (PIT)",In Air,7:44 AM,7:39 AM,Term 4 - B53
China Airlines,9111,"Pittsburgh, PA (PIT)",In Air,7:44 AM,7:39 AM,Term 4 - B53
China Southern Airlines,1284,"Pittsburgh, PA (PIT)",In Air,7:44 AM,7:39 AM,Term 4 - B53
Delta Air Lines,4102,"Pittsburgh, PA (PIT)",In Air,7:44 AM,7:39 AM,Term 4 - B53
